foid,flid,oid,height,width,ocr
5009,531,108,57.145690917969,185.67620849609,
5010,531,104,202.18801879883,39.494003295898,
5011,531,108,60.902893066406,189.86402893066,
5012,531,104,203.48272705078,62.562465667725,
5013,531,108,59.19172668457,171.91329956055,
5014,531,104,178.6272277832,72.892936706543,
5015,531,108,57.647583007812,179.41011047363,
5016,531,104,215.81051635742,71.037590026855,
5017,531,108,59.721237182617,173.62539672852,
5018,531,104,205.18090820312,74.961479187012,
5019,531,108,61.313278198242,183.14158630371,
5020,531,100,125.9948425293,79.082733154297,
5021,531,104,214.6774597168,74.171913146973,
5022,531,108,62.513916015625,188.25140380859,
5023,531,112,41.272125244141,199.64862060547,
5024,531,100,126.94348144531,82.026733398438,
5025,531,104,231.1217956543,74.828338623047,
5026,531,108,61.877716064453,197.40524291992,
5027,531,112,60.508514404297,194.0139465332,
5028,531,100,126.55905151367,84.233184814453,
5029,531,104,235.359375,78.917724609375,
5030,531,108,59.501312255859,204.12155151367,
5031,531,104,187.53103637695,92.870796203613,
5032,531,108,64.557708740234,199.28413391113,
5033,531,100,149.10488891602,93.30126953125,
5034,531,104,198.41961669922,98.632385253906,
5035,531,108,64.918365478516,217.68835449219,
5036,531,112,50.425537109375,228.22286987305,
5037,532,104,163.271484375,53.605693817139,
5038,532,112,95.588165283203,365.09127807617,
5039,532,104,170.71795654297,62.12650680542,
5040,532,112,106.80935668945,339.75076293945,
5041,532,112,130.05651855469,340.75720214844,
5042,532,112,107.05020141602,303.56262207031,
5043,532,112,89.729400634766,328.39706420898,
5044,532,113,66.937042236328,270.61404418945,
5045,532,104,189.93011474609,49.189712524414,
5046,532,112,94.567718505859,335.27447509766,
5047,532,113,65.576019287109,261.97277832031,
5048,532,100,130.7216796875,146.38143920898,
5049,532,112,103.37628173828,370.427734375,
5050,532,100,131.76248168945,148.72213745117,
5051,532,112,97.140075683594,349.74774169922,
5052,532,112,59.867797851562,212.96495056152,
5053,532,113,68.299911499023,283.13812255859,
5054,532,112,95.887573242188,335.18869018555,
5055,532,113,71.165618896484,294.18157958984,
5056,532,112,97.875854492188,324.11819458008,
5057,532,113,72.635650634766,294.74868774414,
5058,532,112,93.093154907227,346.54122924805,
5059,532,113,86.628753662109,298.83557128906,
5060,532,113,46.395324707031,242.05511474609,
5061,533,104,224.06433105469,43.288429260254,
5062,533,112,70.807739257812,325.58456420898,
5063,533,113,70.904632568359,425.87219238281,
5064,533,104,201.79327392578,85.639770507812,
5065,533,112,58.023376464844,304.99798583984,
5066,533,104,198.40298461914,93.686378479004,
5067,533,108,68.622924804688,196.86909484863,
5068,533,112,54.563934326172,311.60858154297,
5069,533,112,37.756042480469,438.19696044922,
5070,533,104,219.77392578125,95.544792175293,
5071,533,108,71.28955078125,199.52066040039,
5072,533,112,48.137054443359,309.86563110352,
5073,533,125,62.982330322266,27.73127746582,
5074,533,104,220.15617370605,88.427856445312,
5075,533,108,68.420913696289,199.22602844238,
5076,533,104,189.31280517578,91.532386779785,
5077,533,108,74.091491699219,199.77862548828,
5078,533,125,55.260681152344,33.18864440918,
5079,533,104,181.46081542969,90.09935760498,
5080,534,113,180.84310913086,341.71676635742,
5081,534,113,89.529968261719,343.44390869141,
5082,534,113,72.181304931641,335.15673828125,
5083,534,113,173.56144714355,382.14770507812,
5084,534,113,182.68966674805,321.39831542969,
5085,534,113,181.48028564453,331.2841796875,
5086,534,113,187.50402832031,385.85256958008,
5087,534,113,175.12707519531,387.69943237305,
5088,534,113,175.89706420898,354.76501464844,
5089,534,113,72.340057373047,327.4098815918,
5090,534,113,179.89593505859,384.81878662109,
5091,534,104,175.36642456055,73.42472076416,
5092,534,113,63.054077148438,311.63891601562,
5093,534,113,133.8971862793,381.70840454102,
5094,534,104,237.73956298828,46.208702087402,
5095,534,113,58.933670043945,326.51885986328,
5096,534,113,65.473861694336,311.82766723633,
5097,535,104,149.19387817383,101.12866973877,
5098,535,112,58.807250976562,558.21173095703,
5099,535,125,45.348052978516,39.697250366211,
5100,535,104,156.05914306641,99.427947998047,
5101,535,112,95.707855224609,592.556640625,
5102,535,125,46.489166259766,39.865219116211,
5103,535,104,154.89959716797,97.084915161133,
5104,535,108,117.26446533203,469.80548095703,
5105,535,113,102.22204589844,574.48620605469,
5106,535,125,45.423355102539,37.514541625977,
5107,535,104,151.07955932617,100.17279052734,
5108,535,108,90.504760742188,456.04803466797,
5109,535,113,101.65200805664,538.66015625,
5110,535,125,47.441375732422,37.005386352539,
5111,535,104,159.4118347168,95.9453125,
5112,535,112,97.615173339844,591.9873046875,
5113,535,125,46.670196533203,40.401901245117,
5114,535,104,154.09295654297,104.29751586914,
5115,535,112,59.459136962891,548.58538818359,
5116,535,125,49.782623291016,38.007049560547,
5117,535,104,162.05575561523,113.65642547607,
5118,535,125,49.864303588867,33.222946166992,
5119,535,104,166.45858764648,108.74666595459,
5120,535,112,43.869567871094,572.03881835938,
5121,535,124,66.428619384766,56.373245239258,
5122,535,125,47.390441894531,39.402465820312,
5123,535,104,174.78863525391,113.48062896729,
5124,535,124,80.140686035156,57.673675537109,
5125,535,125,49.930938720703,38.788604736328,
5126,535,104,187.12600708008,106.23066711426,
5127,535,125,47.453552246094,36.37272644043,
5128,535,104,219.12237548828,115.46681213379,
5129,535,125,49.871185302734,40.850006103516,
5130,536,104,246.75793457031,64.43229675293,
5131,536,113,90.922973632812,335.07806396484,
5132,536,125,85.308715820312,54.524955749512,
5133,536,104,274.41247558594,59.362144470215,
5134,536,113,94.696502685547,387.22787475586,
5135,536,104,292.82211303711,66.869354248047,
5136,536,113,97.529937744141,354.86209106445,
5137,536,125,86.349182128906,56.519378662109,
5138,536,104,304.19116210938,72.16674041748,
5139,536,104,237.95791625977,81.741653442383,
5140,536,113,106.57019042969,351.84274291992,
5141,536,125,97.087219238281,52.336334228516,
5142,536,104,308.01419067383,85.369850158691,
5143,536,113,106.20440673828,377.17639160156,
5144,536,125,88.537994384766,68.542121887207,
5145,536,104,303.08837890625,56.226055145264,
5146,536,113,101.25085449219,384.66983032227,
5147,536,125,91.257858276367,59.864196777344,
5148,536,104,241.58139038086,83.490692138672,
5149,536,113,112.73822021484,397.49057006836,
5150,536,125,98.640441894531,58.732818603516,
5151,536,104,297.67938232422,59.688129425049,
5152,536,113,120.75076293945,389.30212402344,
5153,536,125,93.870620727539,63.402526855469,
5154,536,104,291.10559082031,86.500946044922,
5155,536,113,114.53164672852,422.84649658203,
5156,536,125,93.921768188477,57.30590057373,
5157,536,104,296.71258544922,122.99131011963,
5158,536,113,112.6813659668,379.02072143555,
5159,536,125,90.049926757812,60.835266113281,
5160,536,104,301.12469482422,118.53177642822,
5161,536,113,107.00473022461,388.70446777344,
5162,536,125,99.192687988281,53.965621948242,
5163,537,100,58.279174804688,79.098983764648,
5164,537,104,168.62945556641,45.237861633301,
5165,537,112,55.358978271484,339.5537109375,
5166,537,112,80.376403808594,336.37097167969,
5167,537,112,51.401733398438,223.02996826172,
5168,537,104,162.39389038086,67.939628601074,
5169,537,108,98.169036865234,177.62274169922,
5170,537,112,52.188293457031,259.98742675781,
5171,537,112,58.309600830078,334.72265625,
5172,537,104,183.12664794922,69.070167541504,
5173,537,108,96.411956787109,188.91276550293,
5174,537,104,159.40243530273,92.399971008301,
5175,537,108,88.762054443359,186.4758605957,
5176,537,108,144.0061340332,451.35751342773,
5177,537,112,55.824920654297,286.27331542969,
5178,537,104,165.24627685547,83.015045166016,
5179,537,108,145.59976196289,448.5009765625,
5180,537,108,95.550476074219,186.96340942383,
5181,537,112,48.755798339844,332.26348876953,
5182,537,112,64.617584228516,232.36065673828,
5183,537,104,168.27041625977,90.764221191406,
5184,537,108,154.16271972656,445.30307006836,
5185,537,108,88.119476318359,188.84197998047,
5186,537,112,47.302398681641,290.58554077148,
5187,537,112,57.511871337891,320.08047485352,
5188,537,104,165.71017456055,81.225021362305,
5189,537,108,145.62698364258,459.39309692383,
5190,537,108,98.114868164062,186.24371337891,
5191,537,112,65.948608398438,314.27572631836,
5192,537,112,50.054626464844,331.95687866211,
5193,538,125,129.12142944336,80.346885681152,
5194,538,125,179.72991943359,56.038703918457,
5195,538,112,124.27639770508,560.96447753906,
5196,538,125,124.55117797852,76.736351013184,
5197,538,113,115.44918823242,427.73779296875,
5198,538,125,121.91381835938,80.763580322266,
5199,538,104,200.50918579102,53.825180053711,
5200,538,113,115.06307983398,420.21337890625,
5201,538,125,102.33673095703,78.131904602051,
5202,538,113,135.68487548828,437.71862792969,
5203,538,125,62.24853515625,87.777450561523,
5204,538,113,131.23400878906,436.94934082031,
5205,538,125,131.32501220703,82.668533325195,
5206,538,104,233.60662841797,39.916584014893,
5207,538,113,53.539489746094,499.89849853516,
5208,538,125,132.83102416992,77.9326171875,
5209,538,104,211.57369995117,51.375263214111,
5210,538,125,122.341796875,74.80192565918,
5211,538,104,211.64703369141,48.583065032959,
5212,538,125,128.17471313477,73.064010620117,
5213,538,104,225.53659057617,45.392013549805,
5214,538,125,125.02920532227,74.37801361084,
5215,538,104,224.23858642578,44.299324035645,
5216,538,113,55.013397216797,487.31503295898,
5217,538,125,125.67593383789,75.394721984863,
5218,539,107,294.03768920898,272.70831298828,
5219,540,112,35.287521362305,387.50415039062,
5220,540,112,54.831298828125,359.37048339844,
5221,540,125,106.14682006836,52.950721740723,
5222,540,108,52.910461425781,165.82211303711,
5223,540,112,81.153106689453,377.22143554688,
5224,540,112,40.816101074219,280.06311035156,
5225,540,125,106.07440185547,47.116817474365,
5226,540,112,47.195892333984,293.45101928711,
5227,540,112,93.462875366211,381.11462402344,
5228,540,124,57.176239013672,23.828536987305,
5229,540,125,100.42135620117,52.623001098633,
5230,540,112,49.598526000977,285.21810913086,
5231,540,112,92.582153320312,363.72457885742,
5232,540,125,107.20083618164,60.38106918335,
5233,540,104,138.20928955078,68.728797912598,
5234,540,112,47.253570556641,292.28973388672,
5235,540,112,92.732009887695,378.85223388672,
5236,540,125,106.57162475586,59.145935058594,
5237,540,108,29.13623046875,223.65077209473,
5238,540,112,46.289855957031,299.04528808594,
5239,540,112,92.836151123047,367.01095581055,
5240,540,125,114.55834960938,54.646041870117,
5241,540,112,45.309967041016,306.50991821289,
5242,540,112,93.840301513672,378.99783325195,
5243,540,125,121.01843261719,71.476432800293,
5244,540,112,46.65397644043,289.6823425293,
5245,540,112,92.165222167969,365.77166748047,
5246,540,125,101.20880126953,54.147861480713,
5247,541,107,228.68957519531,247.57092285156,
5248,541,107,246.47854614258,251.62342834473,
5249,541,107,235.05950927734,255.69636535645,
5250,541,107,245.34414672852,267.79870605469,
5251,541,107,242.13648986816,257.53988647461,
5252,541,107,240.58297729492,257.77743530273,
5253,542,104,162.88858032227,47.45182800293,
5254,542,108,60.286285400391,145.93997192383,
5255,542,108,84.337554931641,127.42389678955,
5256,542,108,104.17276000977,217.62178039551,
5257,542,104,100.60482788086,94.947784423828,
5258,542,108,59.827209472656,125.9097442627,
5259,542,108,95.898773193359,201.87767028809,
5260,542,125,119.7333984375,50.468734741211,
5261,542,108,97.802856445312,196.35389709473,
5262,542,108,57.387237548828,113.76123046875,
5263,542,108,55.716247558594,137.07858276367,
5264,542,108,36.77751159668,160.89622497559,
5265,542,125,129.77133178711,79.906761169434,
5266,542,125,174.96575927734,53.352077484131,
5267,542,108,97.385879516602,196.44219970703,
5268,542,108,54.492584228516,147.2748260498,
5269,542,125,135.13717651367,81.817596435547,
5270,542,125,177.98291015625,54.780948638916,
5271,542,108,50.265808105469,150.74987792969,
5272,542,108,104.38705444336,196.24559020996,
5273,542,125,128.21157836914,75.656929016113,
5274,542,108,96.657867431641,209.22262573242,
5275,542,108,50.779846191406,142.13092041016,
5276,542,125,137.18040466309,76.210861206055,
5277,542,108,51.942749023438,150.0912322998,
5278,542,108,107.55416870117,211.47358703613,
5279,542,125,125.39715576172,81.53685760498,
5280,542,125,173.9501953125,53.773796081543,
5281,542,108,95.740783691406,200.7740020752,
5282,542,108,52.387817382812,145.73190307617,
5283,542,125,131.63375854492,79.371620178223,
5284,542,108,96.632965087891,195.06286621094,
5285,542,108,51.592102050781,148.02926635742,
5286,542,125,138.31301879883,74.609970092773,
5287,542,108,96.944458007812,190.2414855957,
5288,542,108,51.228942871094,145.44152832031,
5289,542,125,132.61221313477,76.861366271973,
5290,542,125,177.64440917969,53.757194519043,
5291,542,108,103.14169311523,203.72248840332,
5292,542,108,54.369110107422,144.89483642578,
5293,542,125,130.91442871094,78.008773803711,
5294,542,125,176.7158203125,56.3330078125,
5295,543,107,165.59310913086,258.88537597656,
5296,543,107,170.92706298828,248.46051025391,
5297,543,107,186.63214111328,245.65045166016,
5298,543,107,193.27255249023,247.07568359375,
5299,543,107,217.2889251709,236.07054138184,
5300,543,101,54.510772705078,25.833211898804,
5301,543,107,216.36665344238,261.67199707031,
5302,543,107,187.58776855469,243.85765075684,
5303,543,107,166.6520690918,250.76156616211,
5304,543,107,181.76507568359,246.00062561035,
5305,543,107,215.69526672363,252.47079467773,
5306,543,107,210.23211669922,246.37034606934,
5307,543,107,215.72966003418,254.05085754395,
5308,544,104,197.99606323242,80.25129699707,
5309,544,108,67.694702148438,204.3104095459,
5310,544,108,69.678253173828,144.35116577148,
5311,544,116,44.571746826172,100.99621582031,
5312,544,104,203.61795043945,84.42797088623,
5313,544,108,72.641784667969,196.78094482422,
5314,544,108,66.1953125,145.59222412109,
5315,544,116,41.296630859375,101.50379943848,
5316,544,104,207.49490356445,82.233169555664,
5317,544,108,66.720245361328,190.03750610352,
5318,544,108,70.962753295898,147.96510314941,
5319,544,116,43.518310546875,99.855880737305,
5320,544,104,193.45443725586,92.107444763184,
5321,544,108,70.270568847656,208.84124755859,
5322,544,108,62.334213256836,147.66883850098,
5323,544,116,46.974090576172,101.15586853027,
5324,544,104,166.02368164062,108.52993774414,
5325,544,108,72.384948730469,198.48069763184,
5326,544,108,63.331939697266,145.11323547363,
5327,544,116,49.895812988281,99.729431152344,
5328,544,104,165.07299804688,96.728073120117,
5329,544,108,69.233703613281,213.09899902344,
5330,544,108,61.602172851562,156.22747802734,
5331,544,116,29.483184814453,105.55207824707,
5332,544,104,202.39117431641,88.755790710449,
5333,544,108,75.341003417969,223.86791992188,
5334,544,108,65.655212402344,158.53286743164,
5335,544,104,196.48977661133,87.928176879883,
5336,544,108,76.726593017578,222.390625,
5337,544,108,68.785278320312,160.6595916748,
5338,544,104,202.46176147461,89.229286193848,
5339,544,108,74.513549804688,250.0380859375,
5340,544,108,67.023132324219,157.46836853027,
5341,544,104,204.72589111328,75.654235839844,
5342,544,108,85.170288085938,243.1861114502,
5343,544,108,61.105041503906,160.9322052002,
5344,544,104,209.20516967773,92.72705078125,
5345,544,108,80.729278564453,245.96807861328,
5346,544,108,67.57209777832,153.37120056152,
5347,545,104,145.99160766602,47.697116851807,
5348,545,108,134.05096435547,433.5930480957,
5349,545,108,57.576110839844,155.23547363281,
5350,545,112,77.188659667969,295.74035644531,
5351,545,104,153.33666992188,104.5391998291,
5352,545,108,124.77362060547,539.46057128906,
5353,545,108,94.569091796875,212.31257629395,
5354,545,108,53.305847167969,159.11325073242,
5355,545,112,63.768035888672,289.32788085938,
5356,545,104,160.68072509766,124.50659179688,
5357,545,108,133.5661315918,573.93377685547,
5358,545,108,95.684204101562,222.6706237793,
5359,545,112,63.548461914062,307.70751953125,
5360,545,104,148.5119934082,105.48635101318,
5361,545,108,54.415649414062,165.1862487793,
5362,545,112,77.816864013672,333.93585205078,
5363,545,112,57.523071289062,301.35775756836,
5364,545,104,161.87869262695,121.17639923096,
5365,545,108,58.048400878906,185.44845581055,
5366,545,112,92.068145751953,352.88076782227,
5367,545,112,41.144653320312,279.32723999023,
5368,545,112,74.468933105469,322.81256103516,
5369,545,104,168.54998779297,105.65812683105,
5370,545,108,55.102661132812,180.49415588379,
5371,545,112,48.403717041016,292.39703369141,
5372,545,112,78.268646240234,341.96673583984,
5373,545,112,94.317413330078,373.88455200195,
5374,545,104,197.76397705078,84.052787780762,
5375,545,108,59.050231933594,181.30560302734,
5376,545,112,53.437774658203,300.78009033203,
5377,545,112,87.125305175781,365.5654296875,
5378,545,100,31.822631835938,83.409744262695,
5379,545,104,172.97430419922,98.711242675781,
5380,545,108,59.470336914062,206.41171264648,
5381,545,112,61.544067382812,320.13766479492,
5382,545,112,40.266235351562,256.00305175781,
5383,545,112,84.793426513672,383.07647705078,
5384,545,104,186.2105255127,77.332733154297,
5385,545,108,65.728210449219,206.95405578613,
5386,545,112,66.009307861328,349.33654785156,
5387,545,112,83.199890136719,407.32656860352,
5388,545,112,40.987762451172,282.61929321289,
5389,545,104,189.00930786133,88.863105773926,
5390,545,108,66.25634765625,208.99447631836,
5391,545,112,68.646667480469,387.22698974609,
5392,545,112,41.701690673828,283.83535766602,
5393,545,112,87.255523681641,405.40594482422,
5394,545,117,40.397216796875,42.232383728027,
5395,545,124,52.715270996094,52.278350830078,
5396,545,104,195.54507446289,83.150115966797,
5397,545,108,68.927978515625,223.07516479492,
5398,545,112,80.066345214844,417.31530761719,
5399,545,112,45.277984619141,285.20684814453,
5400,545,112,87.339630126953,442.24057006836,
5401,545,117,41.690643310547,40.02530670166,
5402,545,124,70.433563232422,54.27668762207,
5403,546,108,132.69152832031,322.01000976562,
5404,546,112,114.67196655273,510.49591064453,
5405,546,104,148.42889404297,39.883262634277,
5406,546,108,121.21215820312,375.22171020508,
5407,546,112,113.75469970703,546.56427001953,
5408,546,117,73.926788330078,12.61034488678,
5409,546,104,160.95516967773,44.233207702637,
5410,546,108,129.61486816406,380.24011230469,
5411,546,112,94.0390625,539.47778320312,
5412,546,100,97.244415283203,132.08267211914,
5413,546,104,140.8024597168,53.567485809326,
5414,546,108,136.06448364258,378.1008605957,
5415,546,100,100.35925292969,141.021484375,
5416,546,104,144.58697509766,58.63835144043,
5417,546,108,142.21981811523,380.98770141602,
5418,546,108,80.09001159668,203.72314453125,
5419,546,100,113.11508178711,152.43955993652,
5420,546,100,57.726501464844,118.28202819824,
5421,546,104,144.19369506836,66.874458312988,
5422,546,108,110.84130859375,444.69897460938,
5423,546,100,114.68508911133,155.69537353516,
5424,546,100,56.572082519531,107.28215026855,
5425,546,104,158.2409362793,66.882431030273,
5426,546,108,54.953887939453,145.71556091309,
5427,546,100,62.140960693359,116.80322265625,
5428,546,100,126.67547607422,169.13562011719,
5429,546,104,155.291015625,50.845008850098,
5430,546,100,68.857879638672,123.49092102051,
5431,546,104,152.78466796875,58.659206390381,
5432,546,100,69.676086425781,129.64016723633,
5433,546,104,167.22467041016,66.815902709961,
5434,546,108,59.897613525391,169.7448425293,
5435,546,100,73.520233154297,135.27479553223,
5436,546,104,164.10153198242,64.237129211426,
5437,546,108,63.028533935547,185.12245178223,
5438,546,112,50.144226074219,232.00082397461,
5439,546,100,79.928802490234,158.29858398438,
5440,546,104,130.22329711914,88.141304016113,
5441,546,108,62.196350097656,173.95825195312,
5442,546,112,51.060211181641,231.73599243164,
5443,547,100,41.778930664062,59.324630737305,
5444,547,104,154.45989990234,44.737113952637,
5445,547,108,113.90081787109,352.1223449707,
5446,547,112,57.686370849609,299.62225341797,
5447,547,100,41.565444946289,60.474014282227,
5448,547,104,165.20928955078,39.251560211182,
5449,547,108,128.49673461914,359.53433227539,
5450,547,112,64.776947021484,333.03500366211,
5451,547,100,45.276672363281,64.771438598633,
5452,547,104,146.24871826172,43.421436309814,
5453,547,108,128.81655883789,342.16186523438,
5454,547,112,83.780822753906,355.42791748047,
5455,547,112,86.803253173828,353.63989257812,
5456,547,112,50.782592773438,227.43095397949,
5457,547,104,149.18984985352,39.428424835205,
5458,547,108,126.57821655273,364.67874145508,
5459,547,112,82.969055175781,376.12966918945,
5460,547,112,45.605346679688,255.98449707031,
5461,547,112,91.091735839844,368.59585571289,
5462,547,124,76.219055175781,58.281547546387,
5463,547,100,47.72607421875,65.081085205078,
5464,547,104,157.95147705078,51.840690612793,
5465,547,108,126.82342529297,418.21258544922,
5466,547,112,94.489868164062,405.1989440918,
5467,547,112,43.497131347656,252.95524597168,
5468,547,112,90.441223144531,358.05667114258,
5469,547,124,80.822448730469,62.047096252441,
5470,547,104,151.09280395508,51.038417816162,
5471,547,108,141.5524597168,390.30868530273,
5472,547,112,107.26361083984,412.69079589844,
5473,547,112,48.688720703125,281.56652832031,
5474,547,104,150.12530517578,58.786960601807,
5475,547,108,152.92910766602,432.30001831055,
5476,547,112,58.008941650391,328.25094604492,
5477,547,112,100.77871704102,425.77499389648,
5478,547,104,153.89932250977,50.955711364746,
5479,547,108,149.21255493164,451.22409057617,
5480,547,112,60.845184326172,341.47058105469,
5481,547,112,82.634552001953,436.28408813477,
5482,547,104,148.67379760742,59.976051330566,
5483,547,108,159.12158203125,437.84130859375,
5484,547,112,67.431549072266,355.31344604492,
5485,547,112,58.652679443359,458.60070800781,
5486,547,114,110.02561950684,156.38470458984,
5487,547,100,46.042419433594,78.425994873047,
5488,547,104,155.67352294922,65.727005004883,
5489,547,108,161.44686889648,455.99993896484,
5490,547,112,70.896697998047,345.83706665039,
5491,547,114,113.67448425293,151.84204101562,
5492,547,100,45.598937988281,66.487701416016,
5493,547,104,161.50836181641,59.822864532471,
5494,547,108,111.42037963867,486.39456176758,
5495,547,112,68.618988037109,354.33892822266,
5496,547,112,105.46838378906,456.65112304688,
5497,548,113,247.44923400879,530.71643066406,
5498,548,113,103.51617431641,438.12872314453,
5499,548,113,246.9059753418,467.80218505859,
5500,548,113,76.288299560547,501.77178955078,
5501,548,113,220.08459472656,463.00674438477,
5502,548,113,240.26071166992,515.3818359375,
5503,548,113,99.476043701172,442.48834228516,
5504,548,113,107.14361572266,448.25311279297,
5505,548,113,197.95294189453,549.9052734375,
5506,548,113,111.36108398438,448.48931884766,
5507,548,104,177.99642944336,93.360176086426,
5508,548,113,125.58599853516,487.56842041016,
5509,548,114,70.415313720703,140.66903686523,
5510,548,104,164.90979003906,69.790191650391,
5511,548,112,110.19900512695,523.47210693359,
5512,548,113,110.26794433594,491.19631958008,
5513,548,114,84.608245849609,144.58534240723,
5514,548,124,66.646423339844,43.827484130859,
5515,548,104,169.71585083008,74.297836303711,
5516,548,114,82.966217041016,149.72271728516,
5517,548,104,179.2294921875,74.998413085938,
5518,548,114,91.995666503906,139.80424499512,
5519,548,104,202.80953979492,59.686614990234,
5520,548,114,95.166870117188,152.03297424316,
5521,548,104,198.60940551758,45.625377655029,
5522,548,114,95.412811279297,166.11221313477,
5523,549,114,139.92642211914,257.42077636719,
5524,549,114,160.68664550781,280.54272460938,
5525,549,103,129.89831542969,68.109268188477,
5526,549,114,174.26602172852,301.11773681641,
5527,549,103,130.44564819336,65.068069458008,
5528,549,114,157.51779174805,327.32931518555,
5529,549,103,152.67541503906,72.700729370117,
5530,549,114,140.24133300781,347.76641845703,
5531,549,116,43.517822265625,74.875991821289,
5532,549,103,140.44943237305,70.569618225098,
5533,549,114,141.79718017578,380.65802001953,
5534,549,103,156.07769775391,77.535316467285,
5535,549,116,46.543365478516,86.392822265625,
5536,549,103,174.56686401367,70.435836791992,
5537,549,116,44.1640625,82.012344360352,
5538,549,103,163.34860229492,65.923713684082,
5539,549,127,83.814025878906,72.403656005859,
5540,549,103,155.27755737305,65.706741333008,
5541,549,103,164.93041992188,64.045677185059,
5542,549,127,83.797485351562,84.434516906738,
5543,550,100,41.122406005859,98.757034301758,
5544,550,104,182.80671691895,74.702766418457,
5545,550,108,60.991363525391,176.11804199219,
5546,550,108,70.896331787109,119.27233886719,
5547,550,124,158.66311645508,99.614517211914,
5548,550,100,37.992004394531,91.292556762695,
5549,550,104,170.81799316406,123.77035522461,
5550,550,108,62.372253417969,165.56527709961,
5551,550,124,161.99374389648,90.941604614258,
5552,550,104,174.64163208008,136.29751586914,
5553,550,108,69.965087890625,159.41265869141,
5554,550,124,170.83578491211,86.070419311523,
5555,550,100,39.395690917969,87.551223754883,
5556,550,104,182.91625976562,144.05995178223,
5557,550,108,61.897125244141,164.92070007324,
5558,550,124,164.87609863281,85.62922668457,
5559,550,104,168.25666809082,140.44221496582,
5560,550,108,62.060791015625,159.35133361816,
5561,550,124,134.47479248047,81.087661743164,
5562,550,104,170.20625305176,131.62719726562,
5563,550,108,63.519073486328,168.02285766602,
5564,550,124,128.36370849609,85.044998168945,
5565,550,104,164.9637298584,133.32752990723,
5566,550,108,61.201934814453,161.9539642334,
5567,550,124,119.23132324219,90.355590820312,
5568,550,104,164.48196411133,125.22240447998,
5569,550,108,58.933410644531,161.38746643066,
5570,550,124,108.09698486328,89.207153320312,
5571,550,104,156.84173583984,119.91594696045,
5572,550,108,56.807342529297,176.87278747559,
5573,550,124,103.73666381836,93.447235107422,
5574,550,100,38.20751953125,79.279312133789,
5575,550,104,157.66909790039,121.98954772949,
5576,550,108,60.928405761719,172.82809448242,
5577,550,124,88.26708984375,85.025588989258,
5578,550,104,154.77850341797,124.40203857422,
5579,550,108,60.42578125,172.04411315918,
5580,550,124,82.917236328125,84.572891235352,
5581,550,124,110.59802246094,124.38890075684,
5582,551,102,229.71423339844,220.13214111328,
5583,551,102,241.24725341797,223.92816162109,
5584,551,102,249.05035400391,239.62319946289,
5585,551,102,183.03439331055,233.2092590332,
5586,551,102,177.85330200195,215.12237548828,
5587,551,102,170.56130981445,198.40679931641,
5588,551,102,112.83984375,148.97674560547,
5589,551,102,107.6106262207,72.606628417969,
5590,551,102,99.504455566406,47.654388427734,
5591,551,103,252.96920776367,52.379493713379,
5592,551,102,125.56567382812,49.684020996094,
5593,551,102,116.86740112305,163.42092895508,
5594,551,102,90.023803710938,49.841674804688,
5595,551,102,139.0947265625,128.08862304688,
5596,551,102,136.60348510742,73.578796386719,
5597,551,102,155.02905273438,124.4352722168,
5598,551,102,105.94696044922,80.447875976562,
5599,552,102,198.62716674805,145.87599182129,
5600,552,102,278.23211669922,156.9762878418,
5601,552,102,197.5188293457,102.63217163086,
5602,552,102,180.37451171875,141.14033508301,
5603,552,102,344.328125,146.30603027344,
5604,552,102,196.11962890625,96.121322631836,
5605,552,102,348.73419189453,137.43933105469,
5606,552,102,236.75473022461,134.53323364258,
5607,552,102,194.99597167969,115.52633666992,
5608,552,102,233.99519348145,131.53338623047,
5609,552,102,169.7317199707,99.019775390625,
5610,552,103,234.3254699707,33.017635345459,
5611,552,102,157.86633300781,96.187866210938,
5612,552,103,244.10464477539,62.157596588135,
5613,552,103,233.81134033203,59.38765335083,
5614,552,127,79.989135742188,118.98426818848,
5615,552,102,122.13177490234,94.381195068359,
5616,552,103,263.36517333984,54.992088317871,
5617,552,103,130.90118408203,63.343318939209,
5618,552,127,82.778839111328,121.05107116699,
5619,552,103,251.89624023438,60.647937774658,
5620,552,102,85.885131835938,94.084747314453,
5621,553,127,241.37855529785,213.87020874023,
5622,553,102,293.68844604492,132.06890869141,
5623,553,127,193.82766723633,230.30229187012,
5624,553,102,293.95013427734,96.4794921875,
5625,553,102,291.07189941406,82.844787597656,
5626,553,127,247.04769897461,239.06755065918,
5627,553,127,280.28366088867,268.69293212891,
5628,553,102,159.18472290039,101.6669921875,
5629,553,127,190.02026367188,187.93641662598,
5630,553,127,192.07269287109,176.32991027832,
5631,553,127,197.56640625,191.28408813477,
5632,553,127,148.55633544922,227.28289794922,
5633,554,102,141.51605224609,87.025848388672,
5634,554,102,193.01998901367,47.695068359375,
5635,554,117,45.753784179688,44.291488647461,
5636,554,123,78.715270996094,57.497688293457,
5637,554,126,79.168243408203,61.776393890381,
5638,554,102,131.14370727539,87.287963867188,
5639,554,102,196.40270996094,57.000259399414,
5640,554,102,144.64254760742,86.172271728516,
5641,554,102,161.85003662109,55.495147705078,
5642,554,126,105.16430664062,74.057968139648,
5643,554,126,69.873596191406,104.40960693359,
5644,554,102,142.05541992188,86.484466552734,
