flid,uid,time,timestr,buid,x,y,deck,modelid,foid,flid:1,oid,height,width,ocr
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1207,213,170,81.051574707031,103.57792663574,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1208,213,170,81.717529296875,103.40071105957,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1209,213,170,85.521392822266,101.40191650391,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1210,213,170,115.95626831055,119.7027130127,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1211,213,170,83.007293701172,113.3992767334,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1212,213,170,78.463989257812,185.09838867188,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1213,213,195,409.54257202148,303.81024169922,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1214,213,170,81.394409179688,98.038017272949,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1215,213,170,84.965240478516,98.590362548828,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1216,213,170,81.364685058594,96.629058837891,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1217,213,170,75.495300292969,97.963905334473,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1218,213,170,62.908081054688,212.72668457031,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1219,213,170,86.334747314453,99.222534179688,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1220,213,170,86.529174804688,108.68453216553,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1221,213,195,372.68499755859,134.29151916504,
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3,1222,213,170,88.033996582031,103.65454864502,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1223,214,170,87.660827636719,120.6643371582,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1224,214,191,274.79595947266,253.33665466309,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1225,214,170,84.265075683594,121.8307800293,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1226,214,170,96.736938476562,156.94964599609,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1227,214,191,274.92373657227,260.77084350586,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1228,214,195,251.15069580078,231.13784790039,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1229,214,195,275.22378540039,220.28961181641,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1230,214,170,79.323425292969,119.93869018555,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1231,214,195,349.93286132812,149.88821411133,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1232,214,170,73.554534912109,114.20205688477,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1233,214,170,80.198516845703,116.53134155273,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1234,214,191,400.4469909668,306.4319152832,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1235,214,195,341.81262207031,188.39047241211,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1236,214,170,77.335357666016,122.51602172852,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1237,214,191,421.05847167969,301.29489135742,
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3,1238,214,195,352.44241333008,188.08480834961,
215,athina,1659702495,"Aug 05, 2022 15:28:15",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14426777762,33.410472907126,-1,3,1239,215,195,325.37811279297,235.15078735352,
215,athina,1659702495,"Aug 05, 2022 15:28:15",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14426777762,33.410472907126,-1,3,1240,215,170,80.906524658203,112.31497192383,
215,athina,1659702495,"Aug 05, 2022 15:28:15",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14426777762,33.410472907126,-1,3,1241,215,170,83.256561279297,109.74334716797,
215,athina,1659702495,"Aug 05, 2022 15:28:15",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14426777762,33.410472907126,-1,3,1242,215,195,326.90048217773,219.18194580078,
215,athina,1659702495,"Aug 05, 2022 15:28:15",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14426777762,33.410472907126,-1,3,1243,215,170,83.270812988281,122.27340698242,
215,athina,1659702495,"Aug 05, 2022 15:28:15",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14426777762,33.410472907126,-1,3,1244,215,195,338.02206420898,207.84191894531,
216,athina,1659702504,"Aug 05, 2022 15:28:24",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14470807263,33.410190269351,-1,3,1245,216,193,106.74423217773,112.83709716797,
216,athina,1659702504,"Aug 05, 2022 15:28:24",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14470807263,33.410190269351,-1,3,1246,216,196,135.1403503418,184.36715698242,
216,athina,1659702504,"Aug 05, 2022 15:28:24",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14470807263,33.410190269351,-1,3,1247,216,193,85.211547851562,126.76544189453,
216,athina,1659702504,"Aug 05, 2022 15:28:24",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14470807263,33.410190269351,-1,3,1248,216,193,84.702178955078,112.23217773438,
216,athina,1659702504,"Aug 05, 2022 15:28:24",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14470807263,33.410190269351,-1,3,1249,216,195,171.4892578125,228.91394042969,
216,athina,1659702504,"Aug 05, 2022 15:28:24",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14470807263,33.410190269351,-1,3,1250,216,195,190.03903198242,219.26983642578,
216,athina,1659702504,"Aug 05, 2022 15:28:24",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14470807263,33.410190269351,-1,3,1251,216,195,180.10092163086,253.01635742188,
216,athina,1659702504,"Aug 05, 2022 15:28:24",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14470807263,33.410190269351,-1,3,1252,216,195,196.08020019531,199.69549560547,
217,pmpeis,1659712693,"Aug 05, 2022 18:18:13",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144790867565,33.410255648196,-1,3,1253,217,170,74.832946777344,117.24864196777,
217,pmpeis,1659712693,"Aug 05, 2022 18:18:13",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144790867565,33.410255648196,-1,3,1254,217,191,336.65133666992,173.2660369873,
217,pmpeis,1659712693,"Aug 05, 2022 18:18:13",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144790867565,33.410255648196,-1,3,1255,217,170,73.732299804688,130.72978210449,
217,pmpeis,1659712693,"Aug 05, 2022 18:18:13",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144790867565,33.410255648196,-1,3,1256,217,170,110.83291625977,127.35220336914,
217,pmpeis,1659712693,"Aug 05, 2022 18:18:13",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144790867565,33.410255648196,-1,3,1257,217,191,414.45983886719,323.74197387695,
217,pmpeis,1659712693,"Aug 05, 2022 18:18:13",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144790867565,33.410255648196,-1,3,1258,217,170,77.992858886719,107.58636474609,
217,pmpeis,1659712693,"Aug 05, 2022 18:18:13",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144790867565,33.410255648196,-1,3,1259,217,170,96.707153320312,155.81945800781,
217,pmpeis,1659712693,"Aug 05, 2022 18:18:13",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144790867565,33.410255648196,-1,3,1260,217,170,88.581848144531,113.60841369629,
217,pmpeis,1659712693,"Aug 05, 2022 18:18:13",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144790867565,33.410255648196,-1,3,1261,217,170,84.033386230469,115.99359130859,
217,pmpeis,1659712693,"Aug 05, 2022 18:18:13",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144790867565,33.410255648196,-1,3,1262,217,170,86.555938720703,123.58488464355,
217,pmpeis,1659712693,"Aug 05, 2022 18:18:13",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144790867565,33.410255648196,-1,3,1263,217,170,86.596481323242,116.18562316895,
217,pmpeis,1659712693,"Aug 05, 2022 18:18:13",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144790867565,33.410255648196,-1,3,1264,217,170,87.376327514648,116.87789916992,
217,pmpeis,1659712693,"Aug 05, 2022 18:18:13",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144790867565,33.410255648196,-1,3,1265,217,195,320.35848999023,161.83801269531,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1266,218,170,78.938278198242,128.38467407227,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1267,218,170,82.137420654297,119.4451751709,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1268,218,170,79.648956298828,120.38310241699,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1269,218,170,92.352264404297,127.60928344727,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1270,218,195,321.0007019043,234.24923706055,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1271,218,170,82.669311523438,132.7198638916,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1272,218,170,131.06942749023,218.58590698242,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1273,218,195,323.71450805664,195.17803955078,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1274,218,170,89.267730712891,137.80839538574,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1275,218,170,131.57308959961,222.24801635742,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1276,218,195,298.70205688477,190.75314331055,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1277,218,170,91.939483642578,142.10440063477,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1278,218,170,126.47164916992,224.53788757324,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1279,218,195,317.52600097656,188.73416137695,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1280,218,170,87.348266601562,130.43051147461,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1281,218,170,83.326385498047,135.45570373535,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1282,218,170,129.15219116211,215.7864074707,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1283,218,170,130.12847900391,226.60781860352,
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3,1284,218,170,79.851837158203,130.87036132812,
219,pmpeis,1659739466,"Aug 06, 2022 01:44:26",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695036711908,11.912003047764,2,3,1285,219,195,363.71737670898,136.62423706055,
219,pmpeis,1659739466,"Aug 06, 2022 01:44:26",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695036711908,11.912003047764,2,3,1286,219,195,403.46542358398,222.20883178711,
219,pmpeis,1659739466,"Aug 06, 2022 01:44:26",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695036711908,11.912003047764,2,3,1287,219,195,341.60198974609,223.17739868164,
219,pmpeis,1659739466,"Aug 06, 2022 01:44:26",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695036711908,11.912003047764,2,3,1288,219,195,386.02954101562,222.87747192383,
219,pmpeis,1659739466,"Aug 06, 2022 01:44:26",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695036711908,11.912003047764,2,3,1289,219,195,423.22146606445,179.83941650391,
219,pmpeis,1659739466,"Aug 06, 2022 01:44:26",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695036711908,11.912003047764,2,3,1290,219,195,375.88763427734,199.42926025391,
219,pmpeis,1659739466,"Aug 06, 2022 01:44:26",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695036711908,11.912003047764,2,3,1291,219,195,409.04095458984,199.23110961914,
219,pmpeis,1659739466,"Aug 06, 2022 01:44:26",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695036711908,11.912003047764,2,3,1292,219,195,416.59838867188,242.47442626953,
219,pmpeis,1659739466,"Aug 06, 2022 01:44:26",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695036711908,11.912003047764,2,3,1293,219,195,332.03930664062,285.86541748047,
219,pmpeis,1659739466,"Aug 06, 2022 01:44:26",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695036711908,11.912003047764,2,3,1294,219,191,208.50308227539,182.85481262207,
220,pmpeis,1659739475,"Aug 06, 2022 01:44:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695053554837,11.911935992539,2,3,1295,220,195,329.89080810547,312.17132568359,
220,pmpeis,1659739475,"Aug 06, 2022 01:44:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695053554837,11.911935992539,2,3,1296,220,195,328.88687133789,323.2353515625,
220,pmpeis,1659739475,"Aug 06, 2022 01:44:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695053554837,11.911935992539,2,3,1297,220,195,330.0749206543,317.0192565918,
220,pmpeis,1659739475,"Aug 06, 2022 01:44:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695053554837,11.911935992539,2,3,1298,220,195,290.43487548828,189.65573120117,
220,pmpeis,1659739475,"Aug 06, 2022 01:44:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695053554837,11.911935992539,2,3,1299,220,195,232.62237548828,130.43771362305,
220,pmpeis,1659739475,"Aug 06, 2022 01:44:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695053554837,11.911935992539,2,3,1300,220,195,237.458984375,146.09399414062,
221,pmpeis,1659739619,"Aug 06, 2022 01:46:59",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695112146666,11.911999695003,2,3,1301,221,193,28.539642333984,38.998779296875,
221,pmpeis,1659739619,"Aug 06, 2022 01:46:59",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695112146666,11.911999695003,2,3,1302,221,195,383.72146606445,245.57379150391,
221,pmpeis,1659739619,"Aug 06, 2022 01:46:59",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695112146666,11.911999695003,2,3,1303,221,195,420.93301391602,288.08959960938,
221,pmpeis,1659739619,"Aug 06, 2022 01:46:59",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695112146666,11.911999695003,2,3,1304,221,195,436.76162719727,315.05783081055,
222,pmpeis,1659739673,"Aug 06, 2022 01:47:53",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695124151708,11.912064068019,2,3,1305,222,195,432.70156860352,256.35961914062,
222,pmpeis,1659739673,"Aug 06, 2022 01:47:53",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695124151708,11.912064068019,2,3,1306,222,195,427.27786254883,265.34085083008,
222,pmpeis,1659739673,"Aug 06, 2022 01:47:53",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695124151708,11.912064068019,2,3,1307,222,195,310.66259765625,209.67691040039,
222,pmpeis,1659739673,"Aug 06, 2022 01:47:53",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695124151708,11.912064068019,2,3,1308,222,195,415.74371337891,252.5043182373,
222,pmpeis,1659739673,"Aug 06, 2022 01:47:53",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695124151708,11.912064068019,2,3,1309,222,195,401.12426757812,253.46887207031,
222,pmpeis,1659739673,"Aug 06, 2022 01:47:53",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695124151708,11.912064068019,2,3,1310,222,195,423.42456054688,221.26379394531,
222,pmpeis,1659739673,"Aug 06, 2022 01:47:53",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695124151708,11.912064068019,2,3,1311,222,195,404.93481445312,239.91455078125,
222,pmpeis,1659739673,"Aug 06, 2022 01:47:53",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695124151708,11.912064068019,2,3,1312,222,195,413.81719970703,233.32298278809,
223,pmpeis,1659739692,"Aug 06, 2022 01:48:12",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695168409067,11.912163309753,2,3,1313,223,195,386.65432739258,233.39602661133,
223,pmpeis,1659739692,"Aug 06, 2022 01:48:12",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695168409067,11.912163309753,2,3,1314,223,195,420.25616455078,193.28631591797,
223,pmpeis,1659739692,"Aug 06, 2022 01:48:12",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695168409067,11.912163309753,2,3,1315,223,195,389.14343261719,239.43218994141,
223,pmpeis,1659739692,"Aug 06, 2022 01:48:12",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695168409067,11.912163309753,2,3,1316,223,195,400.05572509766,257.046875,
223,pmpeis,1659739692,"Aug 06, 2022 01:48:12",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695168409067,11.912163309753,2,3,1317,223,195,404.09213256836,306.89529418945,
223,pmpeis,1659739692,"Aug 06, 2022 01:48:12",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695168409067,11.912163309753,2,3,1318,223,195,410.12426757812,265.76470947266,
223,pmpeis,1659739692,"Aug 06, 2022 01:48:12",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695168409067,11.912163309753,2,3,1319,223,195,405.50036621094,264.29235839844,
224,pmpeis,1659739699,"Aug 06, 2022 01:48:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695221266977,11.912296749651,2,3,1320,224,195,367.48858642578,240.52212524414,
224,pmpeis,1659739699,"Aug 06, 2022 01:48:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695221266977,11.912296749651,2,3,1321,224,195,390.68310546875,281.99026489258,
224,pmpeis,1659739699,"Aug 06, 2022 01:48:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695221266977,11.912296749651,2,3,1322,224,195,368.74719238281,282.58068847656,
224,pmpeis,1659739699,"Aug 06, 2022 01:48:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695221266977,11.912296749651,2,3,1323,224,195,425.23233032227,244.42042541504,
224,pmpeis,1659739699,"Aug 06, 2022 01:48:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695221266977,11.912296749651,2,3,1324,224,195,388.92443847656,317.61920166016,
224,pmpeis,1659739699,"Aug 06, 2022 01:48:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695221266977,11.912296749651,2,3,1325,224,195,424.10073852539,250.92610168457,
224,pmpeis,1659739699,"Aug 06, 2022 01:48:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695221266977,11.912296749651,2,3,1326,224,195,374.43591308594,326.37985229492,
224,pmpeis,1659739699,"Aug 06, 2022 01:48:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695221266977,11.912296749651,2,3,1327,224,195,425.19570922852,267.96350097656,
224,pmpeis,1659739699,"Aug 06, 2022 01:48:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695221266977,11.912296749651,2,3,1328,224,195,420.79388427734,314.20239257812,
224,pmpeis,1659739699,"Aug 06, 2022 01:48:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695221266977,11.912296749651,2,3,1329,224,195,413.96142578125,298.12857055664,
225,pmpeis,1659739707,"Aug 06, 2022 01:48:27",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695197436132,11.912331953645,2,3,1330,225,195,422.29669189453,306.98352050781,
225,pmpeis,1659739707,"Aug 06, 2022 01:48:27",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695197436132,11.912331953645,2,3,1331,225,195,393.45227050781,333.55908203125,
225,pmpeis,1659739707,"Aug 06, 2022 01:48:27",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695197436132,11.912331953645,2,3,1332,225,195,335.55679321289,152.59362792969,
225,pmpeis,1659739707,"Aug 06, 2022 01:48:27",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695197436132,11.912331953645,2,3,1333,225,195,290.3395690918,164.99072265625,
225,pmpeis,1659739707,"Aug 06, 2022 01:48:27",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695197436132,11.912331953645,2,3,1334,225,191,405.96463012695,357.67620849609,
225,pmpeis,1659739707,"Aug 06, 2022 01:48:27",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695197436132,11.912331953645,2,3,1335,225,195,274.29010009766,149.23803710938,
226,pmpeis,1659739724,"Aug 06, 2022 01:48:44",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695226283994,11.91232893616,2,3,1336,226,195,304.5827331543,181.87252807617,
226,pmpeis,1659739724,"Aug 06, 2022 01:48:44",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695226283994,11.91232893616,2,3,1337,226,195,280.25137329102,172.83074951172,
226,pmpeis,1659739724,"Aug 06, 2022 01:48:44",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695226283994,11.91232893616,2,3,1338,226,195,284.75570678711,171.55508422852,
