flid,uid,time,timestr,buid,x,y,deck,modelid
166,dzeina,1657805436,"Jul 14, 2022 16:30:36",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694989766682,11.91163122654,3,1
167,dzeina,1657805536,"Jul 14, 2022 16:32:16",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695012880942,11.911626532674,3,1
168,dzeina,1657805548,"Jul 14, 2022 16:32:28",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694997113076,11.911618821323,3,1
169,dzeina,1657806825,"Jul 14, 2022 16:53:45",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695120568114,11.912299096584,3,1
170,dzeina,1657806834,"Jul 14, 2022 16:53:54",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695110892408,11.912272945046,3,1
171,dzeina,1657806842,"Jul 14, 2022 16:54:02",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695120568114,11.912294737995,3,1
172,dzeina,1657806852,"Jul 14, 2022 16:54:12",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695115192722,11.912299767137,3,1
173,dzeina,1657806861,"Jul 14, 2022 16:54:21",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69512271827,11.912264898419,3,1
174,dzeina,1657806950,"Jul 14, 2022 16:55:50",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695090465908,11.912227012217,4,1
175,dzeina,1657806959,"Jul 14, 2022 16:55:59",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695078819215,11.912225335836,4,1
176,dzeina,1657806970,"Jul 14, 2022 16:56:10",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695090824268,11.912211589515,4,1
177,dzeina,1657875985,"Jul 15, 2022 12:06:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69545849949,11.912615597248,5,1
178,pmpeis,1657887475,"Jul 15, 2022 15:17:55",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69502757372,11.911720409989,3,1
179,pmpeis,1657887677,"Jul 15, 2022 15:21:17",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694961456173,11.911519579589,3,1
180,pmpeis,1657887687,"Jul 15, 2022 15:21:27",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694960739451,11.911518238485,3,1
181,pmpeis,1657887695,"Jul 15, 2022 15:21:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694960918631,11.911509856582,3,1
182,pmpeis,1657887705,"Jul 15, 2022 15:21:45",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69495697666,11.911484375596,3,1
183,pmpeis,1657887845,"Jul 15, 2022 15:24:05",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69501879389,11.911719068885,3,1
184,pmpeis,1657887854,"Jul 15, 2022 15:24:14",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69501879389,11.911709010601,3,1
185,pmpeis,1657887888,"Jul 15, 2022 15:24:48",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695062872198,11.911818310618,3,1
186,pmpeis,1657887897,"Jul 15, 2022 15:24:57",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695065022358,11.911837086082,3,1
187,pmpeis,1657888247,"Jul 15, 2022 15:30:47",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695159450092,11.912199519575,3,1
188,pmpeis,1657888258,"Jul 15, 2022 15:30:58",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695117701238,11.91226053983,3,1
189,pmpeis,1657888266,"Jul 15, 2022 15:31:06",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695154253886,11.912222318351,3,1
191,pmpeis,1657891630,"Jul 15, 2022 16:27:10",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695674945926,11.913405843079,5,1
192,pmpeis,1657891709,"Jul 15, 2022 16:28:29",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695670108147,11.913417577744,5,1
193,pmpeis,1657891717,"Jul 15, 2022 16:28:37",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695668674731,11.913417242467,5,1
198,dzeina,1658826977,"Jul 26, 2022 12:16:17",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695619221843,11.912268921733,5,2
199,pmpeis,1659644055,"Aug 04, 2022 23:14:15",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694813990316,11.911539360881,1,3
200,pmpeis,1659644068,"Aug 04, 2022 23:14:28",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695069501858,11.911475323141,1,3
201,pmpeis,1659644077,"Aug 04, 2022 23:14:37",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694976686513,11.91168051213,1,3
202,pmpeis,1659644094,"Aug 04, 2022 23:14:54",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695121105653,11.911916211247,1,3
203,pmpeis,1659644105,"Aug 04, 2022 23:15:05",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695335224782,11.912431865931,1,3
204,pmpeis,1659644326,"Aug 04, 2022 23:18:46",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695444344421,11.912739314139,1,3
205,pmpeis,1659644353,"Aug 04, 2022 23:19:13",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695316052661,11.912569664419,1,3
206,pmpeis,1659644518,"Aug 04, 2022 23:21:58",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695055704997,11.911888383329,1,3
207,pmpeis,1659644629,"Aug 04, 2022 23:23:49",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695060542858,11.912170350552,1,3
208,maria,1659645128,"Aug 04, 2022 23:32:08",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695504369041,11.912926062942,1,3
209,maria,1659645291,"Aug 04, 2022 23:34:51",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695042624852,11.912022829056,1,3
210,maria,1659646071,"Aug 04, 2022 23:47:51",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694888529633,11.911993324757,1,3
211,maria,1659646084,"Aug 04, 2022 23:48:04",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695312469086,11.912420131266,1,3
212,maria,1659646091,"Aug 04, 2022 23:48:11",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695421767971,11.912650801241,1,3
213,maria,1659646105,"Aug 04, 2022 23:48:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695240797506,11.912170685828,1,3
214,athina,1659702481,"Aug 05, 2022 15:28:01",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144128779883,33.410604335368,-1,3
215,athina,1659702495,"Aug 05, 2022 15:28:15",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14426777762,33.410472907126,-1,3
216,athina,1659702504,"Aug 05, 2022 15:28:24",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14470807263,33.410190269351,-1,3
217,pmpeis,1659712693,"Aug 05, 2022 18:18:13",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.144790867565,33.410255648196,-1,3
218,pmpeis,1659712700,"Aug 05, 2022 18:18:20",building_3ae47293-69d1-45ec-96a3-f59f95a70705_1423000957534,35.14464556514,33.410050794482,-1,3
219,pmpeis,1659739466,"Aug 06, 2022 01:44:26",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695036711908,11.912003047764,2,3
220,pmpeis,1659739475,"Aug 06, 2022 01:44:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695053554837,11.911935992539,2,3
221,pmpeis,1659739619,"Aug 06, 2022 01:46:59",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695112146666,11.911999695003,2,3
222,pmpeis,1659739673,"Aug 06, 2022 01:47:53",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695124151708,11.912064068019,2,3
223,pmpeis,1659739692,"Aug 06, 2022 01:48:12",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695168409067,11.912163309753,2,3
224,pmpeis,1659739699,"Aug 06, 2022 01:48:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695221266977,11.912296749651,2,3
225,pmpeis,1659739707,"Aug 06, 2022 01:48:27",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695197436132,11.912331953645,2,3
226,pmpeis,1659739724,"Aug 06, 2022 01:48:44",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695226283994,11.91232893616,2,3
227,pmpeis,1659739974,"Aug 06, 2022 01:52:54",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695372314746,11.91269338131,2,3
228,pmpeis,1659739983,"Aug 06, 2022 01:53:03",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695390411767,11.912720873952,2,3
229,pmpeis,1659739991,"Aug 06, 2022 01:53:11",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695394891227,11.91267427057,2,3
230,pmpeis,1659740070,"Aug 06, 2022 01:54:30",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695472296197,11.912915334105,2,3
231,pmpeis,1659740199,"Aug 06, 2022 01:56:39",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695501681374,11.912675946951,2,3
232,pmpeis,1659740208,"Aug 06, 2022 01:56:48",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695508669309,11.912710145116,2,3
233,pmpeis,1659740975,"Aug 06, 2022 02:09:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695079177575,11.912000030279,4,3
234,pmpeis,1659740984,"Aug 06, 2022 02:09:44",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695159270913,11.91188134253,4,3
235,pmpeis,1659740993,"Aug 06, 2022 02:09:53",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695118059598,11.911928616464,4,3
236,pmpeis,1659741001,"Aug 06, 2022 02:10:01",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695106412913,11.911950409412,4,3
237,athina,1659741189,"Aug 06, 2022 02:13:09",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.6953610265,11.912671923637,4,3
238,athina,1659741204,"Aug 06, 2022 02:13:24",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695346333858,11.912707127631,4,3
239,athina,1659741212,"Aug 06, 2022 02:13:32",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695366043499,11.912761442363,4,3
240,athina,1659741513,"Aug 06, 2022 02:18:33",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695750379355,11.913743801415,4,3
241,athina,1659741520,"Aug 06, 2022 02:18:40",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695763100892,11.913760565221,4,3
242,athina,1659741527,"Aug 06, 2022 02:18:47",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695771343012,11.913756877184,4,3
243,pmpeis,1659770199,"Aug 06, 2022 10:16:39",username_1373876832005,35.144261472007,33.411448560655,2,3
244,pmpeis,1659770245,"Aug 06, 2022 10:17:25",username_1373876832005,35.144141939442,33.411342948675,2,3
245,pmpeis,1659770260,"Aug 06, 2022 10:17:40",username_1373876832005,35.144318496656,33.411170952022,2,3
246,pmpeis,1659770274,"Aug 06, 2022 10:17:54",username_1373876832005,35.144448721063,33.411384187639,2,3
247,pmpeis,1659770282,"Aug 06, 2022 10:18:02",username_1373876832005,35.144482442296,33.411467000842,2,3
248,pmpeis,1659770290,"Aug 06, 2022 10:18:10",username_1373876832005,35.144582235133,33.411266505718,2,3
249,pmpeis,1659770298,"Aug 06, 2022 10:18:18",username_1373876832005,35.144663385262,33.411204479635,2,3
250,pmpeis,1659770307,"Aug 06, 2022 10:18:27",username_1373876832005,35.144584428381,33.411097861826,2,3
251,pmpeis,1659770322,"Aug 06, 2022 10:18:42",username_1373876832005,35.144513970266,33.410951681435,2,3
252,dzeina,1659790319,"Aug 06, 2022 15:51:59",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69493834188,11.911513544619,3,1
253,dzeina,1659790331,"Aug 06, 2022 15:52:11",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694943179757,11.911523938179,3,1
254,dzeina,1659790340,"Aug 06, 2022 15:52:20",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694934758268,11.911519244313,3,1
255,dzeina,1659790357,"Aug 06, 2022 15:52:37",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694933504003,11.911529637873,3,1
256,dzeina,1659790373,"Aug 06, 2022 15:52:53",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694938521061,11.911536678672,3,1
257,dzeina,1659790654,"Aug 06, 2022 15:57:34",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694939954506,11.911535672843,3,1
258,dzeina,1659790688,"Aug 06, 2022 15:58:08",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695015389465,11.911696270108,3,1
259,dzeina,1659790717,"Aug 06, 2022 15:58:37",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695031157323,11.9117160514,3,1
260,dzeina,1659790787,"Aug 06, 2022 15:59:47",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695048358615,11.911933645606,3,1
261,dzeina,1659790857,"Aug 06, 2022 16:00:57",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69510892143,11.912291385233,3,1
262,dzeina,1659790867,"Aug 06, 2022 16:01:07",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695118776317,11.912295743823,3,1
263,dzeina,1659790876,"Aug 06, 2022 16:01:16",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695127018583,11.912325248122,3,1
264,dzeina,1659790884,"Aug 06, 2022 16:01:24",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695126301864,11.912316866219,3,1
265,dzeina,1659790899,"Aug 06, 2022 16:01:39",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695126122685,11.912304461002,3,1
266,dzeina,1659790908,"Aug 06, 2022 16:01:48",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695096916383,11.91225014627,3,1
267,dzeina,1659790916,"Aug 06, 2022 16:01:56",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695093332786,11.912246122956,3,1
268,dzeina,1659790931,"Aug 06, 2022 16:02:11",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69510927979,11.912286691368,3,1
269,dzeina,1659790983,"Aug 06, 2022 16:03:03",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695205320022,11.912511996925,3,1
270,dzeina,1659791002,"Aug 06, 2022 16:03:22",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695292221879,11.912746354938,3,1
271,pmpeis,1660753668,"Aug 17, 2022 19:27:48",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695660253411,11.913576833904,6,1
272,pmpeis,1660753683,"Aug 17, 2022 19:28:03",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695665091191,11.913578510284,6,1
273,pmpeis,1660753823,"Aug 17, 2022 19:30:23",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69565971588,11.913551688194,6,1
274,pmpeis,1660753836,"Aug 17, 2022 19:30:36",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695651652911,11.913531236351,6,1
275,pmpeis,1660753859,"Aug 17, 2022 19:30:59",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695638752158,11.913496702909,6,1
276,pmpeis,1660753870,"Aug 17, 2022 19:31:10",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695623880451,11.913510113955,6,1
277,pmpeis,1660753902,"Aug 17, 2022 19:31:42",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695620476084,11.913472563028,6,1
278,pmpeis,1660754040,"Aug 17, 2022 19:34:00",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695560093301,11.913331747055,6,1
279,pmpeis,1660754053,"Aug 17, 2022 19:34:13",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695539129522,11.913284808397,6,1
280,pmpeis,1660754065,"Aug 17, 2022 19:34:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695531066527,11.91324558109,6,1
281,pmpeis,1660754180,"Aug 17, 2022 19:36:20",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695493439192,11.913147009909,6,1
282,pmpeis,1660754189,"Aug 17, 2022 19:36:29",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695477492358,11.913130916655,6,1
283,pmpeis,1660754202,"Aug 17, 2022 19:36:42",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695452407436,11.913043409586,6,1
284,pmpeis,1660754212,"Aug 17, 2022 19:36:52",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695452407436,11.913054473698,6,1
285,pmpeis,1660754230,"Aug 17, 2022 19:37:10",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695448286339,11.91302228719,6,1
286,pmpeis,1660754242,"Aug 17, 2022 19:37:22",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695449361408,11.913031339645,6,1
287,pmpeis,1660754307,"Aug 17, 2022 19:38:27",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69547731318,11.912992782891,6,1
288,pmpeis,1660754318,"Aug 17, 2022 19:38:38",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69547641729,11.912987418473,6,1
289,pmpeis,1660754334,"Aug 17, 2022 19:38:54",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695457066065,11.913023628294,6,1
290,pmpeis,1660754356,"Aug 17, 2022 19:39:16",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695512432042,11.912967301905,6,1
291,pmpeis,1660754376,"Aug 17, 2022 19:39:36",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695516373953,11.912965290248,6,1
292,pmpeis,1660754397,"Aug 17, 2022 19:39:57",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695539487877,11.912914663553,6,1
293,pmpeis,1660754408,"Aug 17, 2022 19:40:08",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695560989189,11.912882477045,6,1
294,pmpeis,1660754418,"Aug 17, 2022 19:40:18",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695561347544,11.912872754037,6,1
295,pmpeis,1660754459,"Aug 17, 2022 19:40:59",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695466204145,11.912966631353,6,1
296,pmpeis,1660754470,"Aug 17, 2022 19:41:10",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695462083051,11.913016587496,6,1
297,pmpeis,1660754482,"Aug 17, 2022 19:41:22",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695486272077,11.912960931659,6,1
298,pmpeis,1660754500,"Aug 17, 2022 19:41:40",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695466024967,11.912877112627,6,1
299,pmpeis,1660754512,"Aug 17, 2022 19:41:52",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695473371265,11.912864036858,6,1
300,pmpeis,1660754592,"Aug 17, 2022 19:43:12",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695478746604,11.912877112627,6,1
301,pmpeis,1660754603,"Aug 17, 2022 19:43:23",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695485555365,11.912852302194,6,1
302,pmpeis,1660754615,"Aug 17, 2022 19:43:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695469787705,11.912908293307,6,1
303,pmpeis,1660754626,"Aug 17, 2022 19:43:46",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695500606307,11.91284224391,6,1
304,pmpeis,1660754903,"Aug 17, 2022 19:48:23",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695464770721,11.912967301905,5,1
305,pmpeis,1660754957,"Aug 17, 2022 19:49:17",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695446673737,11.912969984114,5,1
306,pmpeis,1660754968,"Aug 17, 2022 19:49:28",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695440940037,11.912971995771,5,1
307,pmpeis,1660754985,"Aug 17, 2022 19:49:45",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695444702777,11.912968978286,5,1
308,pmpeis,1660754999,"Aug 17, 2022 19:49:59",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695461545516,11.912971995771,5,1
309,pmpeis,1660755019,"Aug 17, 2022 19:50:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695489318101,11.91298071295,5,1
310,pmpeis,1660755047,"Aug 17, 2022 19:50:47",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695502935619,11.912953555584,5,1
311,pmpeis,1660755104,"Aug 17, 2022 19:51:44",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695513865464,11.912947185338,5,1
312,pmpeis,1660755310,"Aug 17, 2022 19:55:10",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695510640264,11.912871077657,5,1
313,pmpeis,1660755335,"Aug 17, 2022 19:55:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695523720241,11.912897564471,5,1
314,pmpeis,1660755346,"Aug 17, 2022 19:55:46",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695528378861,11.912895552814,5,1
315,pmpeis,1660755358,"Aug 17, 2022 19:55:58",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695510281909,11.912838891149,5,1
316,pmpeis,1660755368,"Aug 17, 2022 19:56:08",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695510102731,11.912840232253,5,1
317,pmpeis,1660755385,"Aug 17, 2022 19:56:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69550365233,11.912824138999,5,1
318,pmpeis,1660755395,"Aug 17, 2022 19:56:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695502577263,11.912830173969,5,1
319,pmpeis,1660755405,"Aug 17, 2022 19:56:45",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695500964662,11.912802010775,5,1
320,pmpeis,1660755418,"Aug 17, 2022 19:56:58",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695534291725,11.912860013545,5,1
321,pmpeis,1660755429,"Aug 17, 2022 19:57:09",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695532858304,11.91285263747,5,1
322,pmpeis,1660755439,"Aug 17, 2022 19:57:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695535366791,11.91283620894,5,1
323,pmpeis,1660755462,"Aug 17, 2022 19:57:42",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695508848486,11.912940479815,5,1
324,pmpeis,1660755476,"Aug 17, 2022 19:57:56",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695502218907,11.912973672152,5,1
325,pmpeis,1660755573,"Aug 17, 2022 19:59:33",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69552766215,11.912946850061,5,1
326,pmpeis,1660755583,"Aug 17, 2022 19:59:43",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695511715331,11.912955231965,5,1
327,pmpeis,1660755593,"Aug 17, 2022 19:59:53",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695516015598,11.912963613868,5,1
328,pmpeis,1660755605,"Aug 17, 2022 20:00:05",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695508669309,11.912998817861,5,1
329,pmpeis,1660755614,"Aug 17, 2022 20:00:14",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695512432042,11.913007199764,5,1
330,pmpeis,1660755628,"Aug 17, 2022 20:00:28",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695516732309,11.913015916944,5,1
331,pmpeis,1660755667,"Aug 17, 2022 20:01:07",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695569948065,11.913072578609,5,1
332,pmpeis,1660755699,"Aug 17, 2022 20:01:39",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695573710792,11.912952214479,5,1
333,pmpeis,1660755709,"Aug 17, 2022 20:01:49",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695572277372,11.912950538099,5,1
334,pmpeis,1660755763,"Aug 17, 2022 20:02:43",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695634810261,11.913056485355,5,1
335,pmpeis,1660755773,"Aug 17, 2022 20:02:53",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695633735197,11.913064531982,5,1
336,pmpeis,1660755782,"Aug 17, 2022 20:03:02",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695636422855,11.913064867258,5,1
337,pmpeis,1660755844,"Aug 17, 2022 20:04:04",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695636781209,11.913065873086,5,1
338,pmpeis,1660755911,"Aug 17, 2022 20:05:11",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695596824679,11.913124211133,5,1
