flid,uid,time,timestr,buid,x,y,deck,modelid
339,pmpeis,1660755955,"Aug 17, 2022 20:05:55",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69563803545,11.913057826459,5,1
340,pmpeis,1660755973,"Aug 17, 2022 20:06:13",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695638752158,11.913172490895,5,1
341,pmpeis,1660755998,"Aug 17, 2022 20:06:38",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695640364753,11.913170143962,5,1
342,pmpeis,1660756016,"Aug 17, 2022 20:06:56",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695647711015,11.913177184761,5,1
343,pmpeis,1660756032,"Aug 17, 2022 20:07:12",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695604708482,11.913176178932,5,1
344,pmpeis,1660756056,"Aug 17, 2022 20:07:36",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695581236245,11.913104429841,5,1
345,pmpeis,1660756072,"Aug 17, 2022 20:07:52",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695638393804,11.913172155619,5,1
346,pmpeis,1660756090,"Aug 17, 2022 20:08:10",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695633376843,11.913268715143,5,1
347,pmpeis,1660756102,"Aug 17, 2022 20:08:22",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695636602032,11.913265362382,5,1
348,pmpeis,1660756117,"Aug 17, 2022 20:08:37",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69568354642,11.913320012391,5,1
349,pmpeis,1660756127,"Aug 17, 2022 20:08:47",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695684263128,11.913323029876,5,1
350,pmpeis,1660756165,"Aug 17, 2022 20:09:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695676737696,11.91339880228,5,1
351,pmpeis,1660756211,"Aug 17, 2022 20:10:11",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695752708651,11.913306266069,5,1
352,pmpeis,1660756226,"Aug 17, 2022 20:10:26",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695764355128,11.913352534175,5,1
353,pmpeis,1660756263,"Aug 17, 2022 20:11:03",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695683725597,11.913343481719,5,1
354,pmpeis,1660756290,"Aug 17, 2022 20:11:30",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695727982273,11.913335770369,5,1
355,pmpeis,1660756300,"Aug 17, 2022 20:11:40",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695705226823,11.913287490606,5,1
356,pmpeis,1660756315,"Aug 17, 2022 20:11:55",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695757904772,11.913346499205,5,1
357,pmpeis,1660756325,"Aug 17, 2022 20:12:05",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695763817598,11.913350187242,5,1
358,pmpeis,1660756336,"Aug 17, 2022 20:12:16",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695762742539,11.913342475891,5,1
359,pmpeis,1660756354,"Aug 17, 2022 20:12:34",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695738195344,11.913363933563,5,1
360,pmpeis,1660756365,"Aug 17, 2022 20:12:45",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695709706243,11.91334951669,5,1
361,pmpeis,1660756377,"Aug 17, 2022 20:12:57",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695717231668,11.91339109093,5,1
362,pmpeis,1660756404,"Aug 17, 2022 20:13:24",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695664195306,11.913142316043,5,1
363,pmpeis,1660756535,"Aug 17, 2022 20:15:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695495230971,11.912829503417,5,1
364,pmpeis,1660756564,"Aug 17, 2022 20:16:04",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695485734543,11.912829838693,5,1
365,pmpeis,1660756580,"Aug 17, 2022 20:16:20",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695474087977,11.912837550044,5,1
366,pmpeis,1660756633,"Aug 17, 2022 20:17:13",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695488959745,11.912937127054,5,1
367,pmpeis,1660756674,"Aug 17, 2022 20:17:54",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695397220545,11.91270109266,5,1
368,pmpeis,1660756759,"Aug 17, 2022 20:19:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.693946026009,11.911102831364,5,1
369,pmpeis,1660756830,"Aug 17, 2022 20:20:30",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695399012329,11.91274702549,5,1
370,pmpeis,1660756844,"Aug 17, 2022 20:20:44",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695413346593,11.912771165371,5,1
371,pmpeis,1660756881,"Aug 17, 2022 20:21:21",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695423559753,11.91270980984,5,1
372,pmpeis,1660756914,"Aug 17, 2022 20:21:54",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695370343783,11.912613920867,5,1
373,pmpeis,1660756932,"Aug 17, 2022 20:22:12",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695377331743,11.912604533136,5,1
374,pmpeis,1660756979,"Aug 17, 2022 20:22:59",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695399549864,11.91257301718,5,1
375,pmpeis,1660757140,"Aug 17, 2022 20:25:40",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695419438654,11.912478469312,5,1
376,pmpeis,1660757156,"Aug 17, 2022 20:25:56",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695412092345,11.912377551198,5,1
377,pmpeis,1660757164,"Aug 17, 2022 20:26:04",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69540098329,11.912439912558,5,1
378,pmpeis,1660757399,"Aug 17, 2022 20:29:59",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695053196476,11.911729127169,4,1
379,pmpeis,1660757423,"Aug 17, 2022 20:30:23",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695210157863,11.912136487663,4,1
380,pmpeis,1660757435,"Aug 17, 2022 20:30:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695207828532,11.912140510976,4,1
381,pmpeis,1660757450,"Aug 17, 2022 20:30:50",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695243306014,11.912205889821,4,1
382,pmpeis,1660757458,"Aug 17, 2022 20:30:58",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695279858535,11.91227696836,4,1
383,pmpeis,1660757468,"Aug 17, 2022 20:31:08",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695303868504,11.91239465028,4,1
384,pmpeis,1660757513,"Aug 17, 2022 20:31:53",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695325011598,11.912323236465,4,1
385,pmpeis,1660757525,"Aug 17, 2022 20:32:05",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695293117773,11.912194155157,4,1
386,pmpeis,1660757533,"Aug 17, 2022 20:32:13",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695299030675,11.912151239812,4,1
387,pmpeis,1660757542,"Aug 17, 2022 20:32:22",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695340420963,11.912246122956,4,1
388,pmpeis,1660757577,"Aug 17, 2022 20:32:57",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695187760447,11.912139505148,4,1
389,pmpeis,1660757595,"Aug 17, 2022 20:33:15",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695071831197,11.911909841001,4,1
390,pmpeis,1660757635,"Aug 17, 2022 20:33:55",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695016643727,11.911990977824,4,1
391,pmpeis,1660757655,"Aug 17, 2022 20:34:15",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695005713731,11.911984942853,4,1
392,pmpeis,1660757665,"Aug 17, 2022 20:34:25",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695048896155,11.912099942565,4,1
393,pmpeis,1660757673,"Aug 17, 2022 20:34:33",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695055525817,11.912157274783,4,1
394,pmpeis,1660757682,"Aug 17, 2022 20:34:42",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695077564955,11.912200860679,4,1
395,pmpeis,1660758003,"Aug 17, 2022 20:40:03",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694976507332,11.911644972861,4,1
396,pmpeis,1660758079,"Aug 17, 2022 20:41:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695046029274,11.91152561456,4,1
397,pmpeis,1660758087,"Aug 17, 2022 20:41:27",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695023094215,11.911481693387,4,1
398,pmpeis,1660758298,"Aug 17, 2022 20:44:58",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695135619207,11.912111341953,4,1
399,pmpeis,1660758329,"Aug 17, 2022 20:45:29",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695152103731,11.912363134325,4,1
400,pmpeis,1660758370,"Aug 17, 2022 20:46:10",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695174859528,11.912423484027,4,1
401,pmpeis,1660758379,"Aug 17, 2022 20:46:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695219475184,11.912505291402,4,1
402,pmpeis,1660758387,"Aug 17, 2022 20:46:27",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695243306014,11.912571005523,4,1
403,pmpeis,1660758395,"Aug 17, 2022 20:46:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695252981685,11.912578716874,4,1
404,pmpeis,1660758436,"Aug 17, 2022 20:47:16",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695362818285,11.912246458232,4,1
405,pmpeis,1660758449,"Aug 17, 2022 20:47:29",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695340420963,11.912207901478,4,1
406,pmpeis,1660758506,"Aug 17, 2022 20:48:26",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695342033571,11.912772171199,4,1
407,pmpeis,1660758561,"Aug 17, 2022 20:49:21",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69540743371,11.912991777062,4,1
408,pmpeis,1660758619,"Aug 17, 2022 20:50:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695508310953,11.913251951337,4,1
409,pmpeis,1660758649,"Aug 17, 2022 20:50:49",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695557584815,11.913386397064,4,1
410,pmpeis,1660758660,"Aug 17, 2022 20:51:00",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695578548583,11.913455799222,4,1
411,pmpeis,1660758712,"Aug 17, 2022 20:51:52",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695211591297,11.912150233984,4,1
412,pmpeis,1660758831,"Aug 17, 2022 20:53:51",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694917915284,11.911455541849,3,1
413,pmpeis,1660758845,"Aug 17, 2022 20:54:05",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694949092716,11.911509856582,3,1
414,pmpeis,1660758876,"Aug 17, 2022 20:54:36",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695003921928,11.911617144942,3,1
415,pmpeis,1660758884,"Aug 17, 2022 20:54:44",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695000696683,11.911642625928,3,1
416,pmpeis,1660758892,"Aug 17, 2022 20:54:52",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695000517502,11.9116416201,3,1
417,pmpeis,1660758901,"Aug 17, 2022 20:55:01",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69501879389,11.911695599556,3,1
418,pmpeis,1660758961,"Aug 17, 2022 20:56:01",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695001771765,11.911617480218,3,1
419,pmpeis,1660758970,"Aug 17, 2022 20:56:10",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695017002088,11.91169694066,3,1
420,pmpeis,1660758987,"Aug 17, 2022 20:56:27",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695069681038,11.911813952029,3,1
421,pmpeis,1660759060,"Aug 17, 2022 20:57:40",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695195644339,11.912126429379,3,1
422,pmpeis,1660759096,"Aug 17, 2022 20:58:16",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.6951286312,11.912288703024,3,1
423,pmpeis,1660759104,"Aug 17, 2022 20:58:24",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695132035614,11.912294737995,3,1
424,pmpeis,1660759119,"Aug 17, 2022 20:58:39",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695140815417,11.912286020815,3,1
425,pmpeis,1660759137,"Aug 17, 2022 20:58:57",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695106412913,11.912212260067,3,1
426,pmpeis,1660759153,"Aug 17, 2022 20:59:13",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695214995703,11.912119053304,3,1
427,pmpeis,1660759160,"Aug 17, 2022 20:59:20",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695210516222,11.912137493491,3,1
428,pmpeis,1660759185,"Aug 17, 2022 20:59:45",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695223058769,11.91216699779,3,1
429,pmpeis,1660759194,"Aug 17, 2022 20:59:54",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695254415117,11.912153251469,3,1
430,pmpeis,1660759215,"Aug 17, 2022 21:00:15",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695293476131,11.912249140441,3,1
431,pmpeis,1660759231,"Aug 17, 2022 21:00:31",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695287563228,11.912222988904,3,1
432,pmpeis,1660759287,"Aug 17, 2022 21:01:27",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69526677847,11.9124674052,3,1
433,pmpeis,1660759295,"Aug 17, 2022 21:01:35",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695294192846,11.912537477911,3,1
434,pmpeis,1660759361,"Aug 17, 2022 21:02:41",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69543574387,11.912642419338,3,1
435,pmpeis,1660759386,"Aug 17, 2022 21:03:06",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.69549953124,11.912804357708,3,1
436,pmpeis,1660759417,"Aug 17, 2022 21:03:37",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695665628722,11.913364939392,3,1
437,pmpeis,1660759425,"Aug 17, 2022 21:03:45",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695673870864,11.913362592459,3,1
438,pmpeis,1660759436,"Aug 17, 2022 21:03:56",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695699313987,11.913372315466,3,1
439,pmpeis,1660759449,"Aug 17, 2022 21:04:09",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695726369682,11.913434676826,3,1
440,pmpeis,1660759459,"Aug 17, 2022 21:04:19",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695733178397,11.913472898304,3,1
441,pmpeis,1660759497,"Aug 17, 2022 21:04:57",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695753783711,11.913503073156,3,1
442,pmpeis,1660759573,"Aug 17, 2022 21:06:13",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695624955515,11.913469545543,3,1
443,pmpeis,1660759633,"Aug 17, 2022 21:07:13",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695728340626,11.913611367345,3,1
444,pmpeis,1660760141,"Aug 17, 2022 21:15:41",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695214637345,11.912363134325,3,1
445,pmpeis,1660760320,"Aug 17, 2022 21:18:40",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.694875449428,11.911480017006,3,1
446,pmpeis,1660760491,"Aug 17, 2022 21:21:31",vessel_2a2cf77c-91e0-41e2-971b-e80f5570d616_1635154314048,57.695201557257,11.912492215633,5,1
447,dzeina,1662464713,"Sep 06, 2022 14:45:13",username_1373876832005,35.144388680783,33.411361388862,-1,2
448,dzeina,1662464729,"Sep 06, 2022 14:45:29",username_1373876832005,35.14438566506,33.411348313093,-1,2
449,dzeina,1662464810,"Sep 06, 2022 14:46:50",username_1373876832005,35.144365103309,33.411373794079,-1,2
450,dzeina,1662464930,"Sep 06, 2022 14:48:50",username_1373876832005,35.144387858313,33.411313444376,-1,2
451,dzeina,1662464940,"Sep 06, 2022 14:49:00",username_1373876832005,35.14438155271,33.411312773824,-1,2
452,dzeina,1662464957,"Sep 06, 2022 14:49:17",username_1373876832005,35.144365103309,33.411324508488,-1,2
453,dzeina,1662464967,"Sep 06, 2022 14:49:27",username_1373876832005,35.144366199936,33.411311097443,-1,2
454,dzeina,1662464975,"Sep 06, 2022 14:49:35",username_1373876832005,35.14436757072,33.411327190697,-1,2
455,dzeina,1662464984,"Sep 06, 2022 14:49:44",username_1373876832005,35.144363732526,33.411291651428,-1,2
456,dzeina,1662465003,"Sep 06, 2022 14:50:03",username_1373876832005,35.144337687634,33.411254435778,-1,2
457,dzeina,1662465623,"Sep 06, 2022 15:00:23",username_1373876832005,35.144298209045,33.411244042218,-1,2
458,dzeina,1662465632,"Sep 06, 2022 15:00:32",username_1373876832005,35.144299305673,33.411231972277,-1,2
459,athina,1663935703,"Sep 23, 2022 15:21:43",username_1373876832005,35.144452285096,33.411426432431,-1,2
460,athina,1663935717,"Sep 23, 2022 15:21:57",username_1373876832005,35.144439125587,33.411431796849,-1,2
461,athina,1663935742,"Sep 23, 2022 15:22:22",username_1373876832005,35.144478604108,33.411452583969,-1,2
462,athina,1663935786,"Sep 23, 2022 15:23:06",username_1373876832005,35.14437579542,33.411508239806,-1,2
463,athina,1663935819,"Sep 23, 2022 15:23:39",username_1373876832005,35.14433631685,33.411585353315,-1,2
464,athina,1664542903,"Sep 30, 2022 16:01:43",username_1373876832005,35.144466815385,33.411084115505,-1,2
465,athina,1664542946,"Sep 30, 2022 16:02:26",username_1373876832005,35.144427336859,33.411068022251,-1,2
466,athina,1664542979,"Sep 30, 2022 16:02:59",username_1373876832005,35.144457219912,33.411071039736,-1,2
467,athina,1664543040,"Sep 30, 2022 16:04:00",username_1373876832005,35.144484909703,33.411105908453,-1,2
468,athina,1664543118,"Sep 30, 2022 16:05:18",username_1373876832005,35.144516985985,33.411164581776,-1,2
469,athina,1664543152,"Sep 30, 2022 16:05:52",username_1373876832005,35.144580041886,33.411252424121,-1,2
470,athina,1664543193,"Sep 30, 2022 16:06:33",username_1373876832005,35.144561399276,33.411320485175,-1,2
471,athina,1664543208,"Sep 30, 2022 16:06:48",username_1373876832005,35.144600877738,33.411282263696,-1,2
472,athina,1664957511,"Oct 05, 2022 11:11:51",username_1373876832005,35.144308352851,33.411556184292,-1,2
473,athina,1664957544,"Oct 05, 2022 11:12:24",username_1373876832005,35.144261472007,33.411488123238,-1,2
474,athina,1664957570,"Oct 05, 2022 11:12:50",username_1373876832005,35.144235427083,33.411452248693,-1,2
475,athina,1664957594,"Oct 05, 2022 11:13:14",username_1373876832005,35.144223638325,33.411432467401,-1,2
476,athina,1664957617,"Oct 05, 2022 11:13:37",username_1373876832005,35.144189368669,33.411378487945,-1,2
477,athina,1664957636,"Oct 05, 2022 11:13:56",username_1373876832005,35.144211849565,33.411406986415,-1,2
478,athina,1664957664,"Oct 05, 2022 11:14:24",username_1373876832005,35.144175386646,33.411355689168,-1,2
479,athina,1664957687,"Oct 05, 2022 11:14:47",username_1373876832005,35.144150164166,33.411358371377,-1,2
480,athina,1664957702,"Oct 05, 2022 11:15:02",username_1373876832005,35.144186901253,33.411311097443,-1,2
481,athina,1664957759,"Oct 05, 2022 11:15:59",username_1373876832005,35.144164694508,33.411332890391,-1,2
482,athina,1664957796,"Oct 05, 2022 11:16:36",username_1373876832005,35.144285871982,33.411528356373,-1,2
483,athina,1664957861,"Oct 05, 2022 11:17:41",username_1373876832005,35.144339606732,33.411536738276,-1,2
484,athina,1664957878,"Oct 05, 2022 11:17:58",username_1373876832005,35.14437168307,33.411577306688,-1,2
485,athina,1664957916,"Oct 05, 2022 11:18:36",username_1373876832005,35.144328914616,33.411593735218,-1,2
486,athina,1664957980,"Oct 05, 2022 11:19:40",username_1373876832005,35.144399098734,33.411527015269,-1,2
487,athina,1664958026,"Oct 05, 2022 11:20:26",username_1373876832005,35.144402936927,33.411473371089,-1,2
488,athina,1664958042,"Oct 05, 2022 11:20:42",username_1373876832005,35.144383471807,33.411489799619,-1,2
489,athina,1664958062,"Oct 05, 2022 11:21:02",username_1373876832005,35.144395808855,33.411480076611,-1,2
490,athina,1664958252,"Oct 05, 2022 11:24:12",username_1373876832005,35.144466267072,33.411414697766,-1,2
491,athina,1664958276,"Oct 05, 2022 11:24:36",username_1373876832005,35.144463525509,33.411434143782,-1,2
492,athina,1664958297,"Oct 05, 2022 11:24:57",username_1373876832005,35.144479700733,33.411465324461,-1,2
493,athina,1664958312,"Oct 05, 2022 11:25:12",username_1373876832005,35.144471201887,33.41144990176,-1,2
494,athina,1664958331,"Oct 05, 2022 11:25:31",username_1373876832005,35.144453930035,33.411420062184,-1,2
495,athina,1664958414,"Oct 05, 2022 11:26:54",username_1373876832005,35.144438028961,33.411446213722,-1,2
496,athina,1664958497,"Oct 05, 2022 11:28:17",username_1373876832005,35.144519727547,33.411361388862,-1,2
497,athina,1664958564,"Oct 05, 2022 11:29:24",username_1373876832005,35.144553174595,33.411374129355,-1,2
498,athina,1664958580,"Oct 05, 2022 11:29:40",username_1373876832005,35.144542482507,33.411358706653,-1,2
499,athina,1664958606,"Oct 05, 2022 11:30:06",username_1373876832005,35.144563866681,33.411319479346,-1,2
500,athina,1664958623,"Oct 05, 2022 11:30:23",username_1373876832005,35.144588814877,33.411362394691,-1,2
501,athina,1664958639,"Oct 05, 2022 11:30:39",username_1373876832005,35.144617875403,33.411326520145,-1,2
502,athina,1664958650,"Oct 05, 2022 11:30:50",username_1373876832005,35.144614037221,33.411303721368,-1,2
503,athina,1664958667,"Oct 05, 2022 11:31:07",username_1373876832005,35.144582235133,33.411338925362,-1,2
504,athina,1664958685,"Oct 05, 2022 11:31:25",username_1373876832005,35.144593201372,33.411285616457,-1,2
505,athina,1664958705,"Oct 05, 2022 11:31:45",username_1373876832005,35.144587169941,33.411266840994,-1,2
506,athina,1664958728,"Oct 05, 2022 11:32:08",username_1373876832005,35.144573462142,33.411243706942,-1,2
507,athina,1664958743,"Oct 05, 2022 11:32:23",username_1373876832005,35.144556738623,33.411225937307,-1,2
508,athina,1664958762,"Oct 05, 2022 11:32:42",username_1373876832005,35.144544127444,33.411201126874,-1,2
509,athina,1664958787,"Oct 05, 2022 11:33:07",username_1373876832005,35.144516163516,33.411161899567,-1,2
510,athina,1664958815,"Oct 05, 2022 11:33:35",username_1373876832005,35.144501633236,33.411138430238,-1,2
511,athina,1664958834,"Oct 05, 2022 11:33:54",username_1373876832005,35.144476410857,33.41109752655,-1,2
512,athina,1664958861,"Oct 05, 2022 11:34:21",username_1373876832005,35.144435287397,33.411067351699,-1,2
513,athina,1664958988,"Oct 05, 2022 11:36:28",username_1373876832005,35.144650225787,33.411227278411,-1,2
514,athina,1664959004,"Oct 05, 2022 11:36:44",username_1373876832005,35.144665304352,33.411212526262,-1,2
515,athina,1664959029,"Oct 05, 2022 11:37:09",username_1373876832005,35.14467873798,33.411203473806,-1,2
516,athina,1664959046,"Oct 05, 2022 11:37:26",username_1373876832005,35.144685317716,33.411213867366,-1,2
517,athina,1664959061,"Oct 05, 2022 11:37:41",username_1373876832005,35.144700122118,33.411231637001,-1,2
518,athina,1664959077,"Oct 05, 2022 11:37:57",username_1373876832005,35.144705331074,33.41124035418,-1,2
519,athina,1664959150,"Oct 05, 2022 11:39:10",username_1373876832005,35.144705056919,33.411180339754,-1,2
520,athina,1664959167,"Oct 05, 2022 11:39:27",username_1373876832005,35.144688881739,33.411188386381,-1,2
521,athina,1664959185,"Oct 05, 2022 11:39:45",username_1373876832005,35.144729730916,33.411154858768,-1,2
522,athina,1664959208,"Oct 05, 2022 11:40:08",username_1373876832005,35.144740148823,33.411147482693,-1,2
523,athina,1664959234,"Oct 05, 2022 11:40:34",username_1373876832005,35.144733843248,33.411136083305,-1,2
524,athina,1664959253,"Oct 05, 2022 11:40:53",username_1373876832005,35.14476125879,33.411128036678,-1,2
525,athina,1664959264,"Oct 05, 2022 11:41:04",username_1373876832005,35.144804849483,33.411139436066,-1,2
526,athina,1664959291,"Oct 05, 2022 11:41:31",username_1373876832005,35.144775514868,33.411156870425,-1,2
527,athina,1664959317,"Oct 05, 2022 11:41:57",username_1373876832005,35.144828975139,33.411096520722,-1,2
528,athina,1664959348,"Oct 05, 2022 11:42:28",username_1373876832005,35.144816912312,33.41107070446,-1,2
529,athina,1664959386,"Oct 05, 2022 11:43:06",username_1373876832005,35.14481417076,33.411053940654,-1,2
530,athina,1664959403,"Oct 05, 2022 11:43:23",username_1373876832005,35.144796624826,33.411020077765,-1,2
531,athina,1664959473,"Oct 05, 2022 11:44:33",username_1373876832005,35.144771402538,33.410987220705,-1,2
532,athina,1664959485,"Oct 05, 2022 11:44:45",username_1373876832005,35.144759065547,33.410973139107,-1,2
533,athina,1664959501,"Oct 05, 2022 11:45:01",username_1373876832005,35.144747825175,33.410956710577,-1,2
534,athina,1664959516,"Oct 05, 2022 11:45:16",username_1373876832005,35.144739052202,33.410935252905,-1,2
